image_name,split,style,style_path,genre,artist,title,chan_image_path,chan_image_name,chan_split_style,chan_split_genre,chan_split_artist
high-renaissance_titian_st-luke.jpg,train,high_renaissance,High_Renaissance,religious_painting,titian,st-luke.jpg,High_Renaissance/titian_st-luke.jpg,titian_st-luke.jpg,train,train,
symbolism_jan-toorop_women-at-the-sea.jpg,train,symbolism,Symbolism,genre_painting,jan-toorop,women-at-the-sea.jpg,Symbolism/jan-toorop_women-at-the-sea.jpg,jan-toorop_women-at-the-sea.jpg,val,val,
abstract-expressionism_richard-diebenkorn_painting-no-ii.jpg,train,abstract_expressionism,Abstract_Expressionism,abstract_painting,richard-diebenkorn,painting-no-ii.jpg,Abstract_Expressionism/richard-diebenkorn_painting-no-ii.jpg,richard-diebenkorn_painting-no-ii.jpg,train,train,
post-impressionism_maxime-maufra_flood-joinville-le-pont-1910.jpg,train,post_impressionism,Post_Impressionism,landscape,maxime-maufra,flood-joinville-le-pont-1910.jpg,Post_Impressionism/maxime-maufra_flood-joinville-le-pont-1910.jpg,maxime-maufra_flood-joinville-le-pont-1910.jpg,train,train,
minimalism_john-mclaughlin_untitled-1963(1).jpg,train,minimalism,Minimalism,abstract_painting,john-mclaughlin,untitled-1963(1).jpg,Minimalism/john-mclaughlin_untitled-1963(1).jpg,john-mclaughlin_untitled-1963(1).jpg,train,train,
impressionism_claude-monet_sainte-adresse-fishing-boats-on-the-shore.jpg,train,impressionism,Impressionism,landscape,claude-monet,sainte-adresse-fishing-boats-on-the-shore.jpg,Impressionism/claude-monet_sainte-adresse-fishing-boats-on-the-shore.jpg,claude-monet_sainte-adresse-fishing-boats-on-the-shore.jpg,train,train,train
impressionism_nikolay-bogdanov-belsky_fisherman.jpg,train,impressionism,Impressionism,genre_painting,nikolay-bogdanov-belsky,fisherman.jpg,Impressionism/nikolay-bogdanov-belsky_fisherman.jpg,nikolay-bogdanov-belsky_fisherman.jpg,train,train,
pop-art_r.-b.-kitaj_the-ohio-gang.jpg,train,pop_art,Pop_Art,nude_painting,r.-b.-kitaj,the-ohio-gang.jpg,Pop_Art/r.-b.-kitaj_the-ohio-gang.jpg,r.-b.-kitaj_the-ohio-gang.jpg,train,train,
minimalism_brice-marden_untitled-1971.jpg,train,minimalism,Minimalism,abstract_painting,brice-marden,untitled-1971.jpg,Minimalism/brice-marden_untitled-1971.jpg,brice-marden_untitled-1971.jpg,train,train,
art-nouveau-modern_raphael-kirchner_boys-and-girls-at-sea-4.jpg,train,art_nouveau_modern,Art_Nouveau_Modern,genre_painting,raphael-kirchner,boys-and-girls-at-sea-4.jpg,Art_Nouveau_Modern/raphael-kirchner_boys-and-girls-at-sea-4.jpg,raphael-kirchner_boys-and-girls-at-sea-4.jpg,train,train,train
romanticism_alphonse-mucha_the-abolition-of-serfdom-in-russia-1914.jpg,train,romanticism,Romanticism,genre_painting,alphonse-mucha,the-abolition-of-serfdom-in-russia-1914.jpg,Romanticism/alphonse-mucha_the-abolition-of-serfdom-in-russia-1914.jpg,alphonse-mucha_the-abolition-of-serfdom-in-russia-1914.jpg,train,train,
fauvism_henri-matisse_luxembourg-gardens-1903.jpg,train,fauvism,Fauvism,landscape,henri-matisse,luxembourg-gardens-1903.jpg,Fauvism/henri-matisse_luxembourg-gardens-1903.jpg,henri-matisse_luxembourg-gardens-1903.jpg,train,train,
post-impressionism_vincent-van-gogh_snowy-landscape-with-arles-in-the-background-1888-1.jpg,train,post_impressionism,Post_Impressionism,landscape,vincent-van-gogh,snowy-landscape-with-arles-in-the-background-1888-1.jpg,Post_Impressionism/vincent-van-gogh_snowy-landscape-with-arles-in-the-background-1888-1.jpg,vincent-van-gogh_snowy-landscape-with-arles-in-the-background-1888-1.jpg,train,train,train
romanticism_akseli-gallen-kallela_boy-with-a-crow-1884.jpg,train,romanticism,Romanticism,genre_painting,akseli-gallen-kallela,boy-with-a-crow-1884.jpg,Romanticism/akseli-gallen-kallela_boy-with-a-crow-1884.jpg,akseli-gallen-kallela_boy-with-a-crow-1884.jpg,train,train,
synthetic-cubism_juan-gris_compotier-carafe-and-open-book.jpg,train,synthetic_cubism,Synthetic_Cubism,still_life,juan-gris,compotier-carafe-and-open-book.jpg,Synthetic_Cubism/juan-gris_compotier-carafe-and-open-book.jpg,juan-gris_compotier-carafe-and-open-book.jpg,val,val,
baroque_rembrandt_a-man-with-curly-hair-1635.jpg,train,baroque,Baroque,sketch_and_study,rembrandt,a-man-with-curly-hair-1635.jpg,Baroque/rembrandt_a-man-with-curly-hair-1635.jpg,rembrandt_a-man-with-curly-hair-1635.jpg,train,train,train
baroque_peter-paul-rubens_portrait-of-infanta-clara-eugenia-governess-of-the-netherlands.jpg,train,baroque,Baroque,portrait,peter-paul-rubens,portrait-of-infanta-clara-eugenia-governess-of-the-netherlands.jpg,Baroque/peter-paul-rubens_portrait-of-infanta-clara-eugenia-governess-of-the-netherlands.jpg,peter-paul-rubens_portrait-of-infanta-clara-eugenia-governess-of-the-netherlands.jpg,train,train,
synthetic-cubism_juan-gris_bottle-newspaper-and-fruit-bowl-1915.jpg,train,synthetic_cubism,Synthetic_Cubism,still_life,juan-gris,bottle-newspaper-and-fruit-bowl-1915.jpg,Synthetic_Cubism/juan-gris_bottle-newspaper-and-fruit-bowl-1915.jpg,juan-gris_bottle-newspaper-and-fruit-bowl-1915.jpg,val,val,
cubism_jean-metzinger_portrait-of-albert-gleizes-1912.jpg,train,cubism,Cubism,portrait,jean-metzinger,portrait-of-albert-gleizes-1912.jpg,Cubism/jean-metzinger_portrait-of-albert-gleizes-1912.jpg,jean-metzinger_portrait-of-albert-gleizes-1912.jpg,train,train,
analytical-cubism_pablo-picasso_the-aficionado-the-torero-1912.jpg,train,analytical_cubism,Analytical_Cubism,portrait,pablo-picasso,the-aficionado-the-torero-1912.jpg,Analytical_Cubism/pablo-picasso_the-aficionado-the-torero-1912.jpg,pablo-picasso_the-aficionado-the-torero-1912.jpg,train,train,train
cubism_jean-metzinger_les-baigneuses-1913.jpg,train,cubism,Cubism,genre_painting,jean-metzinger,les-baigneuses-1913.jpg,Cubism/jean-metzinger_les-baigneuses-1913.jpg,jean-metzinger_les-baigneuses-1913.jpg,train,train,
pointillism_maurice-prendergast_the-rider.jpg,train,pointillism,Pointillism,genre_painting,maurice-prendergast,the-rider.jpg,Pointillism/maurice-prendergast_the-rider.jpg,maurice-prendergast_the-rider.jpg,train,train,
baroque_sebastien-bourdon_sacrifice-of-noah-1640.jpg,train,baroque,Baroque,religious_painting,sebastien-bourdon,sacrifice-of-noah-1640.jpg,Baroque/sebastien-bourdon_sacrifice-of-noah-1640.jpg,sebastien-bourdon_sacrifice-of-noah-1640.jpg,val,val,
northern-renaissance_hans-memling_st-stephen.jpg,train,northern_renaissance,Northern_Renaissance,religious_painting,hans-memling,st-stephen.jpg,Northern_Renaissance/hans-memling_st-stephen.jpg,hans-memling_st-stephen.jpg,train,train,
mannerism-late-renaissance_jacopo-pontormo_portrait-of-a-young-woman.jpg,train,mannerism_late_renaissance,Mannerism_Late_Renaissance,portrait,jacopo-pontormo,portrait-of-a-young-woman.jpg,Mannerism_Late_Renaissance/jacopo-pontormo_portrait-of-a-young-woman.jpg,jacopo-pontormo_portrait-of-a-young-woman.jpg,train,train,
ukiyo-e_utagawa-kuniyoshi_the-actor-22.jpg,train,ukiyo_e,Ukiyo_e,portrait,utagawa-kuniyoshi,the-actor-22.jpg,Ukiyo_e/utagawa-kuniyoshi_the-actor-22.jpg,utagawa-kuniyoshi_the-actor-22.jpg,train,train,
minimalism_genevieve-asse_rouge-gris-2009.jpg,train,minimalism,Minimalism,abstract_painting,genevieve-asse,rouge-gris-2009.jpg,Minimalism/genevieve-asse_rouge-gris-2009.jpg,genevieve-asse_rouge-gris-2009.jpg,train,train,
abstract-expressionism_jay-defeo_untitled-1979.jpg,train,abstract_expressionism,Abstract_Expressionism,abstract_painting,jay-defeo,untitled-1979.jpg,Abstract_Expressionism/jay-defeo_untitled-1979.jpg,jay-defeo_untitled-1979.jpg,train,train,
contemporary-realism_jamie-wyeth_submerged-1975.jpg,train,contemporary_realism,Contemporary_Realism,landscape,jamie-wyeth,submerged-1975.jpg,Contemporary_Realism/jamie-wyeth_submerged-1975.jpg,jamie-wyeth_submerged-1975.jpg,train,train,
art-nouveau-modern_aubrey-beardsley_mademoiselle-de-maupin.jpg,train,art_nouveau_modern,Art_Nouveau_Modern,portrait,aubrey-beardsley,mademoiselle-de-maupin.jpg,Art_Nouveau_Modern/aubrey-beardsley_mademoiselle-de-maupin.jpg,aubrey-beardsley_mademoiselle-de-maupin.jpg,train,train,
pointillism_georges-seurat_farm-women-at-work-1883.jpg,train,pointillism,Pointillism,genre_painting,georges-seurat,farm-women-at-work-1883.jpg,Pointillism/georges-seurat_farm-women-at-work-1883.jpg,georges-seurat_farm-women-at-work-1883.jpg,train,train,
naive-art-primitivism_marc-chagall_lamentations-of-jeremiah-lamentaions-iii-1-9.jpg,train,naive_art_primitivism,Naive_Art_Primitivism,religious_painting,marc-chagall,lamentations-of-jeremiah-lamentaions-iii-1-9.jpg,Naive_Art_Primitivism/marc-chagall_lamentations-of-jeremiah-lamentaions-iii-1-9.jpg,marc-chagall_lamentations-of-jeremiah-lamentaions-iii-1-9.jpg,train,train,train
fauvism_janos-mattis-teutsch_mattis-teutsch-s-birthplace-1910.jpg,train,fauvism,Fauvism,landscape,janos-mattis-teutsch,mattis-teutsch-s-birthplace-1910.jpg,Fauvism/janos-mattis-teutsch_mattis-teutsch-s-birthplace-1910.jpg,janos-mattis-teutsch_mattis-teutsch-s-birthplace-1910.jpg,train,train,
baroque_gerrit-dou_interior-with-a-young-violinist-1637.jpg,train,baroque,Baroque,genre_painting,gerrit-dou,interior-with-a-young-violinist-1637.jpg,Baroque/gerrit-dou_interior-with-a-young-violinist-1637.jpg,gerrit-dou_interior-with-a-young-violinist-1637.jpg,train,train,
analytical-cubism_jean-metzinger_nu-la-chemin-e-1910.jpg,train,analytical_cubism,Analytical_Cubism,nude_painting,jean-metzinger,nu-la-chemin-e-1910.jpg,Analytical_Cubism/jean-metzinger_nu-la-chemin-e-1910.jpg,jean-metzinger_nu-la-chemin-e-1910.jpg,train,train,
pop-art_andy-warhol_beethoven.jpg,train,pop_art,Pop_Art,portrait,andy-warhol,beethoven.jpg,Pop_Art/andy-warhol_beethoven.jpg,andy-warhol_beethoven.jpg,train,train,
analytical-cubism_georges-braque_violin-mozart-kubelick-1912.jpg,train,analytical_cubism,Analytical_Cubism,still_life,georges-braque,violin-mozart-kubelick-1912.jpg,Analytical_Cubism/georges-braque_violin-mozart-kubelick-1912.jpg,georges-braque_violin-mozart-kubelick-1912.jpg,train,train,
analytical-cubism_georges-braque_the-pitcher-1909.jpg,train,analytical_cubism,Analytical_Cubism,still_life,georges-braque,the-pitcher-1909.jpg,Analytical_Cubism/georges-braque_the-pitcher-1909.jpg,georges-braque_the-pitcher-1909.jpg,train,train,
naive-art-primitivism_fernando-botero_dead-bishops.jpg,train,naive_art_primitivism,Naive_Art_Primitivism,genre_painting,fernando-botero,dead-bishops.jpg,Naive_Art_Primitivism/fernando-botero_dead-bishops.jpg,fernando-botero_dead-bishops.jpg,train,train,
cubism_paul-cezanne_in-the-woods-1896.jpg,train,cubism,Cubism,landscape,paul-cezanne,in-the-woods-1896.jpg,Cubism/paul-cezanne_in-the-woods-1896.jpg,paul-cezanne_in-the-woods-1896.jpg,train,train,train
new-realism_yiannis-tsaroychis_cafe-neon-at-day-1965.jpg,train,new_realism,New_Realism,cityscape,yiannis-tsaroychis,cafe-neon-at-day-1965.jpg,New_Realism/yiannis-tsaroychis_cafe-neon-at-day-1965.jpg,yiannis-tsaroychis_cafe-neon-at-day-1965.jpg,val,val,
mannerism-late-renaissance_titian_painting-of-daniele-barbaro-1545.jpg,train,mannerism_late_renaissance,Mannerism_Late_Renaissance,portrait,titian,painting-of-daniele-barbaro-1545.jpg,Mannerism_Late_Renaissance/titian_painting-of-daniele-barbaro-1545.jpg,titian_painting-of-daniele-barbaro-1545.jpg,train,train,
early-renaissance_sandro-botticelli_the-madonna-of-the-roses(1).jpg,train,early_renaissance,Early_Renaissance,religious_painting,sandro-botticelli,the-madonna-of-the-roses(1).jpg,Early_Renaissance/sandro-botticelli_the-madonna-of-the-roses(1).jpg,sandro-botticelli_the-madonna-of-the-roses(1).jpg,val,val,
cubism_henri-laurens_la-guitar-rose-1918.jpg,train,cubism,Cubism,still_life,henri-laurens,la-guitar-rose-1918.jpg,Cubism/henri-laurens_la-guitar-rose-1918.jpg,henri-laurens_la-guitar-rose-1918.jpg,val,val,
pointillism_jan-toorop_broek-in-waterland-1889.jpg,train,pointillism,Pointillism,landscape,jan-toorop,broek-in-waterland-1889.jpg,Pointillism/jan-toorop_broek-in-waterland-1889.jpg,jan-toorop_broek-in-waterland-1889.jpg,train,train,
minimalism_joe-goode_untitled-vandalism-series.jpg,train,minimalism,Minimalism,abstract_painting,joe-goode,untitled-vandalism-series.jpg,Minimalism/joe-goode_untitled-vandalism-series.jpg,joe-goode_untitled-vandalism-series.jpg,val,val,
fauvism_armand-guillaumin_paysage-de-la-creuse-printemps.jpg,train,fauvism,Fauvism,landscape,armand-guillaumin,paysage-de-la-creuse-printemps.jpg,Fauvism/armand-guillaumin_paysage-de-la-creuse-printemps.jpg,armand-guillaumin_paysage-de-la-creuse-printemps.jpg,val,val,
pointillism_jean-metzinger_paysage-1904.jpg,train,pointillism,Pointillism,landscape,jean-metzinger,paysage-1904.jpg,Pointillism/jean-metzinger_paysage-1904.jpg,jean-metzinger_paysage-1904.jpg,train,train,
pop-art_aldo-mondino_knawa-maroc-2002.jpg,train,pop_art,Pop_Art,genre_painting,aldo-mondino,knawa-maroc-2002.jpg,Pop_Art/aldo-mondino_knawa-maroc-2002.jpg,aldo-mondino_knawa-maroc-2002.jpg,train,train,
early-renaissance_piero-della-francesca_head-of-an-angel(1).jpg,train,early_renaissance,Early_Renaissance,religious_painting,piero-della-francesca,head-of-an-angel(1).jpg,Early_Renaissance/piero-della-francesca_head-of-an-angel(1).jpg,piero-della-francesca_head-of-an-angel(1).jpg,train,train,
mannerism-late-renaissance_tintoretto_portrait-of-a-woman-revealing-her-breasts.jpg,train,mannerism_late_renaissance,Mannerism_Late_Renaissance,portrait,tintoretto,portrait-of-a-woman-revealing-her-breasts.jpg,Mannerism_Late_Renaissance/tintoretto_portrait-of-a-woman-revealing-her-breasts.jpg,tintoretto_portrait-of-a-woman-revealing-her-breasts.jpg,train,train,
high-renaissance_lorenzo-lotto_portrait-of-a-gentleman-with-gloves.jpg,train,high_renaissance,High_Renaissance,portrait,lorenzo-lotto,portrait-of-a-gentleman-with-gloves.jpg,High_Renaissance/lorenzo-lotto_portrait-of-a-gentleman-with-gloves.jpg,lorenzo-lotto_portrait-of-a-gentleman-with-gloves.jpg,train,train,
pop-art_andy-warhol_queen-beatrix-of-the-netherlands-from-reigning-queens-1985.jpg,train,pop_art,Pop_Art,portrait,andy-warhol,queen-beatrix-of-the-netherlands-from-reigning-queens-1985.jpg,Pop_Art/andy-warhol_queen-beatrix-of-the-netherlands-from-reigning-queens-1985.jpg,andy-warhol_queen-beatrix-of-the-netherlands-from-reigning-queens-1985.jpg,train,train,
expressionism_edvard-munch_woman-on-the-verandah-1924.jpg,train,expressionism,Expressionism,portrait,edvard-munch,woman-on-the-verandah-1924.jpg,Expressionism/edvard-munch_woman-on-the-verandah-1924.jpg,edvard-munch_woman-on-the-verandah-1924.jpg,train,train,
romanticism_fyodor-solntsev_from-nereditskaya-church.jpg,train,romanticism,Romanticism,sketch_and_study,fyodor-solntsev,from-nereditskaya-church.jpg,Romanticism/fyodor-solntsev_from-nereditskaya-church.jpg,fyodor-solntsev_from-nereditskaya-church.jpg,train,train,
abstract-expressionism_craig-kauffman_untitled-1958.jpg,train,abstract_expressionism,Abstract_Expressionism,abstract_painting,craig-kauffman,untitled-1958.jpg,Abstract_Expressionism/craig-kauffman_untitled-1958.jpg,craig-kauffman_untitled-1958.jpg,train,train,
abstract-expressionism_douglas-huebler_untitled-1959.jpg,train,abstract_expressionism,Abstract_Expressionism,abstract_painting,douglas-huebler,untitled-1959.jpg,Abstract_Expressionism/douglas-huebler_untitled-1959.jpg,douglas-huebler_untitled-1959.jpg,train,train,
color-field-painting_barnett-newman_third-station-1960.jpg,train,color_field_painting,Color_Field_Painting,abstract_painting,barnett-newman,third-station-1960.jpg,Color_Field_Painting/barnett-newman_third-station-1960.jpg,barnett-newman_third-station-1960.jpg,val,val,
rococo_william-hogarth_before.jpg,train,rococo,Rococo,genre_painting,william-hogarth,before.jpg,Rococo/william-hogarth_before.jpg,william-hogarth_before.jpg,train,train,
northern-renaissance_lucas-cranach-the-elder_albrecht-of-brandenburg-as-st-jerome-in-his-study-1527.jpg,train,northern_renaissance,Northern_Renaissance,portrait,lucas-cranach-the-elder,albrecht-of-brandenburg-as-st-jerome-in-his-study-1527.jpg,Northern_Renaissance/lucas-cranach-the-elder_albrecht-of-brandenburg-as-st-jerome-in-his-study-1527.jpg,lucas-cranach-the-elder_albrecht-of-brandenburg-as-st-jerome-in-his-study-1527.jpg,train,train,
cubism_ben-nicholson_rafael-1967.jpg,train,cubism,Cubism,abstract_painting,ben-nicholson,rafael-1967.jpg,Cubism/ben-nicholson_rafael-1967.jpg,ben-nicholson_rafael-1967.jpg,train,train,
abstract-expressionism_endre-balint_smoking-1969.jpg,train,abstract_expressionism,Abstract_Expressionism,abstract_painting,endre-balint,smoking-1969.jpg,Abstract_Expressionism/endre-balint_smoking-1969.jpg,endre-balint_smoking-1969.jpg,train,train,
analytical-cubism_georges-braque_still-life-with-harp-and-violin-1911.jpg,train,analytical_cubism,Analytical_Cubism,still_life,georges-braque,still-life-with-harp-and-violin-1911.jpg,Analytical_Cubism/georges-braque_still-life-with-harp-and-violin-1911.jpg,georges-braque_still-life-with-harp-and-violin-1911.jpg,train,train,
cubism_julio-gonzalez_architectural-figure-no-2-1940.jpg,train,cubism,Cubism,sketch_and_study,julio-gonzalez,architectural-figure-no-2-1940.jpg,Cubism/julio-gonzalez_architectural-figure-no-2-1940.jpg,julio-gonzalez_architectural-figure-no-2-1940.jpg,train,train,
analytical-cubism_pablo-picasso_portrait-of-daniel-henry-kahnweiler-1910.jpg,train,analytical_cubism,Analytical_Cubism,portrait,pablo-picasso,portrait-of-daniel-henry-kahnweiler-1910.jpg,Analytical_Cubism/pablo-picasso_portrait-of-daniel-henry-kahnweiler-1910.jpg,pablo-picasso_portrait-of-daniel-henry-kahnweiler-1910.jpg,val,val,val
high-renaissance_raphael_study-for-st-paul-preaching-in-athens-1515.jpg,train,high_renaissance,High_Renaissance,sketch_and_study,raphael,study-for-st-paul-preaching-in-athens-1515.jpg,High_Renaissance/raphael_study-for-st-paul-preaching-in-athens-1515.jpg,raphael_study-for-st-paul-preaching-in-athens-1515.jpg,val,val,
high-renaissance_pietro-perugino_trinity-and-six-saints.jpg,train,high_renaissance,High_Renaissance,religious_painting,pietro-perugino,trinity-and-six-saints.jpg,High_Renaissance/pietro-perugino_trinity-and-six-saints.jpg,pietro-perugino_trinity-and-six-saints.jpg,val,val,
ukiyo-e_utagawa-kunisada_not_detected_240307.jpg,train,ukiyo_e,Ukiyo_e,genre_painting,utagawa-kunisada,not,Ukiyo_e/utagawa-kunisada_not_detected_240307.jpg,utagawa-kunisada_not_detected_240307.jpg,train,train,
pop-art_leroy-neiman_frank-sinatra-duets-1994.jpg,train,pop_art,Pop_Art,portrait,leroy-neiman,frank-sinatra-duets-1994.jpg,Pop_Art/leroy-neiman_frank-sinatra-duets-1994.jpg,leroy-neiman_frank-sinatra-duets-1994.jpg,val,val,
minimalism_lee-ufan_with-winds-1990.jpg,train,minimalism,Minimalism,abstract_painting,lee-ufan,with-winds-1990.jpg,Minimalism/lee-ufan_with-winds-1990.jpg,lee-ufan_with-winds-1990.jpg,train,train,
mannerism-late-renaissance_tintoretto_crucifixion-1565-1.jpg,train,mannerism_late_renaissance,Mannerism_Late_Renaissance,religious_painting,tintoretto,crucifixion-1565-1.jpg,Mannerism_Late_Renaissance/tintoretto_crucifixion-1565-1.jpg,tintoretto_crucifixion-1565-1.jpg,val,val,
rococo_jean-baptiste-simeon-chardin_still-life-with-herrings.jpg,train,rococo,Rococo,still_life,jean-baptiste-simeon-chardin,still-life-with-herrings.jpg,Rococo/jean-baptiste-simeon-chardin_still-life-with-herrings.jpg,jean-baptiste-simeon-chardin_still-life-with-herrings.jpg,train,train,
early-renaissance_filippo-lippi_the-annunciation-1450.jpg,train,early_renaissance,Early_Renaissance,religious_painting,filippo-lippi,the-annunciation-1450.jpg,Early_Renaissance/filippo-lippi_the-annunciation-1450.jpg,filippo-lippi_the-annunciation-1450.jpg,train,train,
contemporary-realism_philip-pearlstein_male-and-female-nudes-with-red-and-purple-drape-1968.jpg,train,contemporary_realism,Contemporary_Realism,nude_painting,philip-pearlstein,male-and-female-nudes-with-red-and-purple-drape-1968.jpg,Contemporary_Realism/philip-pearlstein_male-and-female-nudes-with-red-and-purple-drape-1968.jpg,philip-pearlstein_male-and-female-nudes-with-red-and-purple-drape-1968.jpg,train,train,
synthetic-cubism_juan-gris_violin-and-ink-bottle-on-a-table-1913.jpg,train,synthetic_cubism,Synthetic_Cubism,still_life,juan-gris,violin-and-ink-bottle-on-a-table-1913.jpg,Synthetic_Cubism/juan-gris_violin-and-ink-bottle-on-a-table-1913.jpg,juan-gris_violin-and-ink-bottle-on-a-table-1913.jpg,val,val,
abstract-expressionism_hans-hofmann_profound-longing-1965.jpg,train,abstract_expressionism,Abstract_Expressionism,abstract_painting,hans-hofmann,profound-longing-1965.jpg,Abstract_Expressionism/hans-hofmann_profound-longing-1965.jpg,hans-hofmann_profound-longing-1965.jpg,val,val,
high-renaissance_titian_entry-of-mary-into-the-temple-1538.jpg,train,high_renaissance,High_Renaissance,religious_painting,titian,entry-of-mary-into-the-temple-1538.jpg,High_Renaissance/titian_entry-of-mary-into-the-temple-1538.jpg,titian_entry-of-mary-into-the-temple-1538.jpg,train,train,
abstract-expressionism_helen-frankenthaler_buddha-s-court-1964.jpg,train,abstract_expressionism,Abstract_Expressionism,abstract_painting,helen-frankenthaler,buddha-s-court-1964.jpg,Abstract_Expressionism/helen-frankenthaler_buddha-s-court-1964.jpg,helen-frankenthaler_buddha-s-court-1964.jpg,train,train,
fauvism_georges-braque_ciotat-1907.jpg,train,fauvism,Fauvism,landscape,georges-braque,ciotat-1907.jpg,Fauvism/georges-braque_ciotat-1907.jpg,georges-braque_ciotat-1907.jpg,val,val,
ukiyo-e_utagawa-kunisada_not_detected_240347.jpg,train,ukiyo_e,Ukiyo_e,nude_painting,utagawa-kunisada,not,Ukiyo_e/utagawa-kunisada_not_detected_240347.jpg,utagawa-kunisada_not_detected_240347.jpg,train,train,
art-nouveau-modern_aubrey-beardsley_the-burial-of-salome.jpg,train,art_nouveau_modern,Art_Nouveau_Modern,illustration,aubrey-beardsley,the-burial-of-salome.jpg,Art_Nouveau_Modern/aubrey-beardsley_the-burial-of-salome.jpg,aubrey-beardsley_the-burial-of-salome.jpg,train,train,
color-field-painting_mark-rothko_no-3-1967.jpg,train,color_field_painting,Color_Field_Painting,abstract_painting,mark-rothko,no-3-1967.jpg,Color_Field_Painting/mark-rothko_no-3-1967.jpg,mark-rothko_no-3-1967.jpg,train,train,
